Etunimi,Lukumäärä
Sam,34
Sanna-Marja,34
Sansa,34
Seija-Leena,34
Sharif,34
Sihaam,34
Silvana,34
Sinaida,34
Solange,34
Suvianna,34
Svanhild,34
Varma,34
Zamzam,34
Adine,33
Aimee,33
Ajla,33
Aliida,33
Almiina,33
Amaia,33
Aminata,33
Anju,33
Annemi,33
Ann-Nina,33
Anzhelika,33
Ariane,33
Aurea,33
Damaris,33
Daniel,33
Eerontytär,33
Eevakaisa,33
Eeva-Riikka,33
Eeva-Sisko,33
Eliida,33
Ema,33
Emmanuelle,33
Esperanza,33
Evangeline,33
Gisella,33
Hadi,33
Hanaan,33
Havin,33
Hayder,33
Helky,33
Helny,33
Hilkka-Maija,33
Hue,33
Ida-Mari,33
Ikram,33
Ila,33
Jasmiin,33
Kirsi-Leena,33
Leanne,33
Lilyan,33
Livian,33
Lydmila,33
Mai-Britt,33
Maira,33
Maissi,33
Manal,33
Manar,33
Mari-Susanna,33
Marjariitta,33
Meriel,33
Mimoza,33
Nabila,33
Naimo,33
Naz,33
Nele,33
Olive,33
Rahmo,33
Reetta-Kaisa,33
Reetta-Maria,33
Rosie,33
Sea,33
Senny,33
Shahla,33
Shanti,33
Sini-Sofia,33
Suleiman,33
Suzanna,33
Tessaliina,33
Tiiamari,33
Tiija,33
Tähkä,33
Viviane,33
Warda,33
Yousif,33
Zoya,33
Zsuzsanna,33
Adil,32
Adrianna,32
Alfhilda,32
Aliyah,32
Amel,32
Ameliina,32
Anna-Bella,32
Anne-Mai,32
Anni-Helena,32
Artontytär,32
Asal,32
Augustiina,32
Ayesha,32
Berivan,32
Björnsdotter,32
Dominika,32
Eja,32
Emiliina,32
Emmie,32
Frideborg,32
Hedwig,32
Ifeoma,32
Iinu,32
Ilsa,32
Inga-Maria,32
Irén,32
Ivanova,32
Jertta,32
Jevgenia,32
Jia,32
Kadri,32
Kathrin,32
Katy,32
Kesäheinä,32
Kia-Maria,32
Laia,32
Leena-Riitta,32
Leena-Sisko,32
Liine,32
Linnèa,32
Liyana,32
Liz,32
Love,32
Luca,32
Luka,32
Lyra,32
Malia,32
Maria-Riitta,32
Masoumeh,32
Max,32
Musse,32
Phoebe,32
Precious,32
Qamar,32
Raakkeli,32
Reem,32
Sadaf,32
Salad,32
Sanaa,32
Sannamaija,32
Seila,32
Shannon,32
Sofija,32
Terontytär,32
Triin,32
Tulikki,32
Tuomontytär,32
Ulla-Kaarina,32
Viktorija,32
Wei,32
Weronika,32
Abdikadir,31
Adile,31
Agnesa,31
Aileen,31
Aino-Mari,31
Aleksandria,31
Amran,31
Amrita,31
Anna-Kristina,31
Ann-Catrine,31
Auriina,31
Axelina,31
Beerit,31
Blanca,31
Blanka,31
Bonnie,31
Charlene,31
Clare,31
Coco,31
Dimitra,31
Donia,31
Eemil,31
Elke,31
Ellimaria,31
Ellinore,31
Eva-Lena,31
Faduma,31
Giang,31
Grete,31
Gunni,31
Hilda-Maria,31
Htoo,31
Ilhan,31
Isse,31
Jarkontytär,31
Jerika,31
Juhani,31
Kaarna,31
Kaja,31
Karine,31
Kasmira,31
Khaled,31
Laura-Maija,31
Liis,31
Maggie,31
Maija-Sisko,31
Maj-Brit,31
Margaretta,31
Mariet,31
Maris,31
Marjo-Kaisa,31
Martintytär,31
Merilla,31
Mihaela,31
Miretta,31
Miroslava,31
Naava,31
Narin,31
Natalya,31
Nicoline,31
Oanh,31
Petra-Maria,31
Piatta,31
Priya,31
Robyn,31
Ruuth,31
Salama,31
Salina,31
Sannukka,31
Sari-Susanna,31
Sebastian,31
Sindi,31
Sirkkaliisa,31
Sky,31
Taru-Tuulia,31
Ulfsdotter,31
Uljana,31
Ulla-Liisa,31
Uyen,31
Wairimu,31
Wilhelmine,31
Abdulle,30
Abdulrahman,30
Abed,30
Adalina,30
Aino-Marja,30
Aksa,30
Amela,30
Amine,30
Ann-Cathrine,30
Anne-Leena,30
Anne-Maaria,30
Astra,30
Chiamaka,30
Dia,30
Dunja,30
Eiri,30
Elham,30
Elisaveta,30
Elodie,30
Elzbieta,30
Evian,30
Francine,30
Ihana,30
Iija,30
Inga-Lis,30
Inge-May,30
Ioulia,30
Irini,30
Ismael,30
Izabelle,30
Janintytär,30
Jasim,30
Jenni-Johanna,30
Kenza,30
Leinikki,30
Lis-Marie,30
Loretta,30
Lowa,30
Lucinda,30
Mari-Annika,30
Marja-Anneli,30
Michela,30
Miryam,30
Muska,30
Naana,30
Nahid,30
Nasteho,30
Nata,30
Nea-Sofia,30
Nikolajevna,30
Otteljaana,30
Ragnborg,30
Ranya,30
Rasha,30
Reet,30
Ripsa,30
Sallamaria,30
Salwa,30
Sannamaria,30
Sanna-Marika,30
Sanna-Riitta,30
Saria,30
Sariina,30
Shahad,30
Silja-Maria,30
Silvi,30
Sini-Pilvi,30
Sini-Vuokko,30
Su,30
Susannah,30
Taikatuuli,30
Talia,30
Teemuntytär,30
Tetti,30
Thalia,30
Tien,30
Tiina-Leena,30
Valona,30
Vanesa,30
Yee,30
Aamina,29
Adelein,29
Adora,29
Aino-Leena,29
Alicja,29
Amelié,29
Anastaasia,29
Anna-Lea,29
Anne-Helena,29
Aukusta,29
Carelia,29
Carissa,29
Claudine,29
Cora,29
Dinah,29
Eeva-Lotta,29
Eli,29
Elicia,29
Emel,29
Etna,29
Farina,29
Garita,29
Hannariikka,29
Hanne-Maarit,29
Hashim,29
Heli-Marja,29
Henna-Riitta,29
Hermine,29
Hua,29
Iidaliina,29
Inara,29
Iren,29
Isatou,29
Janitta,29
Janna-Mari,29
Jonna-Riikka,29
Josephina,29
Josette,29
Kadhim,29
Kaisi,29
Kariitta,29
Karlotta,29
Layan,29
Lei,29
Lis,29
Lotta-Mari,29
Lumi-Maria,29
Lynne,29
Maikku,29
Marisanna,29
Marisol,29
Marja-Lea,29
Maureen,29
Melise,29
Miia-Liisa,29
Milla-Riina,29
Muthoni,29
Nafisa,29
Noora-Emilia,29
Olavi,29
Ophelia,29
Otilia,29
Petersdotter,29
Phung,29
Pioni,29
Rene,29
Ronia,29
Rosabella,29
Rosmariini,29
Roxanne,29
Saeed,29
Salih,29
Salvia,29
Seija-Sisko,29
Silve,29
Sona,29
Summer,29
Susi,29
Suvi-Elina,29
Syeda,29
Tahiti,29
Tiida,29
Tiinamari,29
Trinh,29
Ulla-Britta,29
Venla-Maria,29
Abdiaziz,28
Abshir,28
Akviliina,28
Allegra,28
Anahita,28
Anatoljevna,28
Angeline,28
Aniina,28
Anna-Leea,28
Annariitta,28
Annel,28
Anne-Maritta,28
Ann-May,28
Arma,28
Asla,28
Aula,28
Beatta,28
Carine,28
Catharine,28
Christal,28
Dao,28
Destiny,28
Diandra,28
Dolly,28
Dorota,28
Elmina,28
Emmi-Kaisa,28
Eulalia,28
Evianna,28
Hannelore,28
Hayat,28
Henna-Riina,28
Hoda,28
Ida-Marie,28
Inas,28
Ioana,28
Isobel,28
Jabbar,28
Jadeliina,28
Jamie,28
Jamilla,28
Jansdotter,28
Jonina,28
Joséphine,28
Jurjevna,28
Kamil,28
Kaste-Helmi,28
Kevät,28
Krisztina,28
Kätlin,28
Leena-Marjatta,28
Lotta-Emilia,28
Lou,28
Mabel,28
Madonna,28
Mahsa,28
Maija-Kaarina,28
Mairi,28
Mara,28
Margret,28
Marjam,28
Marya,28
Mayvor,28
Melian,28
Merida,28
Miina-Maria,28
Myra,28
Myriam,28
Neva,28
Nuura,28
Olesya,28
Olka,28
Osmi,28
Otteliana,28
Riia-Maria,28
Riitta-Marja,28
Saara-Liisa,28
Safaa,28
Sahro,28
Saili,28
Salam,28
Salima,28
Sannaleena,28
Saranna,28
Sidonia,28
Silke,28
Sofía,28
Sofja,28
Stefani,28
Susette,28
Tabita,28
Taiju,28
Teressa,28
Tilhi,28
Tiltu,28
Tommintytär,28
Tupu,28
Tutteli,28
Ulrike,28
Vicky,28
Xin,28
Yang,28
Abd,27
Akintytär,27
Althea,27
Amra,27
Ananda,27
Anna-Liina,27
Anna-Tuulia,27
Anni-Lotta,27
Ann-Sophie,27
Anu-Kaisa,27
Arlinda,27
Asiya,27
Atieno,27
Avin,27
Cheryl,27
Davina,27
Dima,27
Eeva-Helena,27
Eila-Maija,27
Eleana,27
Ella-Maaria,27
Elva,27
Emely,27
Emila,27
Emmi-Noora,27
Evangelia,27
Gunvi,27
Helfrid,27
Hetastiina,27
Ilaria,27
Ing-Britt,27
Izabel,27
Jalmiina,27
Jella,27
Jenna-Riikka,27
Joa,27
Judy,27
Justine,27
Kathrine,27
Katja-Leena,27
Keren,27
Kimmontytär,27
Kirsi-Marjut,27
Lii,27
Lilibeth,27
Liliya,27
Lis-Mari,27
Lissu,27
Lumituuli,27
Luul,27
Maliina,27
Malle,27
Marie-Christine,27
Marjan,27
Market,27
Marsa,27
Melodi,27
Meriam,27
Mia-Marika,27
Minnamaria,27
Miro,27
Nanja,27
Nike,27
Paris,27
Paw,27
Pearl,27
Piela,27
Piiku,27
Pilvi-Sisko,27
Piretta,27
Prisilla,27
Quyen,27
Retriikka,27
Riikka-Maija,27
Risten,27
Saina,27
Samuel,27
Sheikh,27
Siiri-Maria,27
Sila,27
Sirin,27
Solin,27
Sunniva,27
Suvi-Anna,27
Tari,27
Thérèse,27
Tonintytär,27
Triinu,27
Tuttu,27
Vittoria,27
Y,27
Yamina,27
Yi,27
Zenita,27
Abdinasir,26
Abdirisak,26
Afnaan,26
Anna-Katarina,26
Annamaaria,26
Ann-Katrine,26
Ariadne,26
Atlas,26
Aysha,26
Borisovna,26
Cariina,26
Cécile,26
Chantelle,26
Clarisse,26
Colette,26
Cristel,26
Eeti,26
Eliisabeth,26
Ellan,26
Esikko,26
Fatime,26
Fei,26
Floora,26
Florentina,26
Gabriele,26
Hala,26
Hameed,26
Heliä,26
Hennamari,26
Henrita,26
Hilla-Maaria,26
Ikran,26
Inni,26
Jerina,26
Jin,26
Jina,26
Karmen,26
Khaleel,26
Kide,26
Krystyna,26
Leina,26
Lis-Britt,26
Lorraine,26
Lotta-Maaria,26
Lumiella,26
Lumi-Tuuli,26
Lusiina,26
Marii,26
Markuksentytär,26
Marutzella,26
Maryanne,26
Milla-Emilia,26
Minna-Kristiina,26
Mirna,26
Mitja,26
Nadya,26
Nesrin,26
Neta,26
Ngozi,26
Olesja,26
Patrizia,26
Pihka,26
Pihla-Maria,26
Pilar,26
Päivi-Maria,26
Päivi-Sisko,26
Ragna,26
Randa,26
Roosamaria,26
Saara-Leena,26
Salla-Maija,26
Samar,26
Sasa,26
Satu-Johanna,26
Sena,26
Sultan,26
Sätene,26
Taisa,26
Teiju,26
Theres,26
Thilda,26
Titania,26
Torhild,26
Tulikukka,26
Valerija,26
Wai,26
Yagmur,26
Zanna,26
Zoé,26
Aala,25
Aarni,25
Abdiasis,25
Abdillahi,25
Ada-Emilia,25
Adelei,25
Adonika,25
Ahlaam,25
Aino-Ilona,25
Alanna,25
Aljona,25
Almaas,25
Andreea,25
Anna-Brita,25
Anna-Elisa,25
Anna-Erika,25
Annareetta,25
Arta,25
Avelina,25
Caro,25
Cataleya,25
Christelle,25
Defne,25
Delal,25
Dilek,25
Edviina,25
Efia,25
Egzona,25
Einikki,25
Ellevi,25
Eloni,25
Eszter,25
Farhan,25
Fatmire,25
Gianna,25
Gilda,25
Gullan,25
Haji,25
Hanin,25
Hanna-Kaarina,25
Henna-Liisa,25
Henna-Maarit,25
Huynh,25
Ija,25
Indigo,25
Ingemaj,25
Ing-Mari,25
Irem,25
Isa-Maria,25
Izabela,25
Jolene,25
Kaia,25
Kamal,25
Kerli,25
Khalil,25
Kiuru,25
Klarissa,25
Larin,25
Laure,25
Lena-Maria,25
Leonna,25
Lidija,25
Liljaana,25
Lotta-Sofia,25
Lumi-Lilja,25
Man,25
Maretta,25
Mari-Elina,25
Mari-Ella,25
Mari-Jaana,25
Marjeli,25
Merilin,25
Miia-Riikka,25
Miikantytär,25
Mija,25
Mika,25
Milaya,25
Milona,25
Min,25
Ming,25
Minna-Marika,25
Naema,25
Nani,25
Néa,25
Nerea,25
Omelia,25
Pia-Sofia,25
Raija-Riitta,25
Raissa,25
Rama,25
Riana,25
Riittaliisa,25
Rona,25
Rose-May,25
Satu-Susanna,25
Seera,25
Shabnam,25
Sunita,25
Sunneva,25
Taika-Tuulia,25
Tiinu,25
Titta-Maria,25
Uuna,25
Vianna,25
Vlada,25
Zaynab,25
Zsófia,25
Abdallah,24
Abdikarin,24
Adelma,24
Aija-Liisa,24
Aiko,24
Ainokaisa,24
Ainoliisa,24
Allison,24
Almira,24
Ammar,24
Angeli,24
Anni-Ilona,24
Ansku,24
Anu-Maija,24
Anzal,24
Aure,24
Auvikki,24
Axa,24
Bent,24
Briana,24
Caisa,24
Celestine,24
Dafina,24
Dila,24
Eeli,24
Eevamari,24
Elinda,24
Elli-Mari,24
Els-Maj,24
Ennika,24
Esti,24
Fadhil,24
Fariba,24
Fredriksdotter,24
Gemma,24
Gullevi,24
Hania,24
Hayley,24
Heli-Maarit,24
Ibtisam,24
Ikhlaas,24
Inès,24
Ira-Maria,24
Irène,24
Jarmontytär,24
Jarnontytär,24
Jeanna,24
Jennimari,24
Jinka,24
Jo,24
Jonasdotter,24
Júlia,24
Juliane,24
Kaariina,24
Kallentytär,24
Karim,24
Karissa,24
Karma,24
Kianna,24
Kirsi-Maija,24
Laura-Emilia,24
Laxmi,24
Lill,24
Lilo,24
Liya,24
Lumi-Helmi,24
Lumililja,24
Maijaleena,24
Mariija,24
Marijaana,24
Mari-Kaisa,24
Mariska,24
Matias,24
Militsa,24
Miral,24
Mirjaana,24
Morgan,24
Naya,24
Neema,24
Neija,24
Nermin,24
Niika,24
Nyambura,24
Octavia,24
Paavontytär,24
Parvin,24
Petriikka,24
Päivi-Helena,24
Rahel,24
Rebekah,24
Riim,24
Rim,24
Rosario,24
Sadie,24
Saritta,24
Sergeevna,24
Shani,24
Shania,24
Sharmin,24
Sirkka-Maija,24
Sirpa-Riitta,24
Suvi-Sisko,24
Thomasdotter,24
Tomintytär,24
Valeriya,24
Vasiljevna,24
Viana,24
Wanja,24
Wendla,24
Willa,24
Wilmiina,24
Yasin,24
Yuki,24
Abdalla,23
Abdisalam,23
Anja-Maija,23
Annelise,23
Anselika,23
Anwar,23
Arlette,23
Berith,23
Cathrin,23
Charlie,23
Da,23
Dalila,23
Danika,23
Deeqo,23
Dieu,23
Divine,23
Edwina,23
Ellis,23
Emmaleena,23
Emma-Liina,23
Enni-Sofia,23
Ernestine,23
Erza,23
Febe,23
Fereshteh,23
Feride,23
Frieda,23
Heba,23
Ida-Kaisa,23
Ida-Maija,23
Ikhlas,23
Inka-Riina,23
Ismahan,23
Ivanka,23
Jaber,23
Jekateriina,23
Jiia,23
Jippu,23
Jolina,23
Jona,23
Josefiia,23
Kadi,23
Kaisaleena,23
Kareem,23
Kasandra,23
Katherina,23
Kati-Maria,23
Khadar,23
Kinga,23
Kirsimaria,23
La,23
Lalita,23
Lian,23
Liina-Lotta,23
Liisamaija,23
Maija-Helena,23
Manaal,23
Mar,23
Maree,23
Mari-Helena,23
Marusja,23
Marzia,23
Meini,23
Meliha,23
Mercy,23
Mereta,23
Mesimarja,23
Mihailovna,23
Mii,23
Miia-Maaria,23
Miiu,23
Moana,23
Mona-Maria,23
Mulki,23
Mya,23
Mysi,23
Najah,23
Nawaal,23
Negin,23
Neili,23
Nelli-Maria,23
Niina-Mari,23
Nina-Mari,23
Paige,23
Paula-Maria,23
Pettiina,23
Pia-Leena,23
Pia-Pauliina,23
Pipa,23
Puolukka,23
Päivätär,23
Rode,23
Rosmarie,23
Ruweyda,23
Sevda,23
Sia,23
Sinituuli,23
Sirppa,23
Sisko-Maria,23
Siv-Britt,23
Stefansdotter,23
Sulamit,23
Sumeya,23
Syrilla,23
Taini,23
Tess,23
Tram,23
Tuija-Riitta,23
Tuong,23
Tuula-Maria,23
Ull-Britt,23
Varpu-Leena,23
Virpi-Liisa,23
Winnie,23
Xiao,23
Yaa,23
Yun,23
Aale,22
Aalo,22
Adelmiina,22
Adwoa,22
Aime,22
Ainoliina,22
Akram,22
Aliza,22
Anfisa,22
Anila,22
Anna-Kreetta,22
Anna-Mi,22
Anne-Elina,22
Anneke,22
Ann-Sofia,22
Aralia,22
Arisa,22
Augustina,22
Ayah,22
Birthe,22
Boel,22
Bria,22
Cristin,22
Dan,22
Desideria,22
Dianna,22
Dorcas,22
Duong,22
Elbe,22
Embla,22
Emmi-Julia,22
Enne-Liisa,22
Eva-Mari,22
Evastiina,22
Exenia,22
Fartuun,22
Farzana,22
Glory,22
Gresa,22
Gun-Mari,22
Heidi-Mari,22
Iida-Liina,22
Iina-Sofia,22
Jaana-Maarit,22
James,22
Jeela,22
Joella,22
Jolanta,22
Jun,22
Juniper,22
Katrianna,22
Lamar,22
Laura-Elina,22
Leen,22
Leenamaija,22
Liisa-Lotta,22
Liisa-Mari,22
Linda-Mari,22
Lita,22
Lotta-Liisa,22
Louice,22
Lyylia,22
Lyyra,22
Magnusdotter,22
Mahnaz,22
Maija-Reetta,22
Maj-Gun,22
Malene,22
Mali,22
Marié,22
Marjale,22
Meta,22
Mikaella,22
Milina,22
Miray,22
Muse,22
Nela,22
Neri,22
Nerissa,22
Noura,22
Olga-Maria,22
Petrovna,22
Pia-Maarit,22
Piia-Riitta,22
Ping,22
Pinja-Maria,22
Reetta-Maija,22
Roda,22
Roosa-Emilia,22
Rosalin,22
Rosetta,22
Rosmari,22
Secilia,22
Sepontytär,22
Serja,22
Shams,22
Shan,22
Sofiya,22
Sonja-Maria,22
Sumayo,22
Sydney,22
Tanja-Maria,22
Tereza,22
Teuta,22
Thy,22
Tracy,22
Vita,22
Wanessa,22
Wisam,22
Yasmeen,22
Zandra,22
Zarah,22
Zlata,22
A,21
Aada-Emilia,21
Aarika,21
Adelheid,21
Ágnes,21
Aimée,21
Akua,21
Albulena,21
Aleena,21
Amandine,21
Anja-Kaarina,21
Anna-Kajsa,21
Ann-Caroline,21
Anriikka,21
Antoniina,21
Anuliisa,21
Asho,21
Avalon,21
Aveliina,21
Awil,21
Ayat,21
Aynur,21
Aysel,21
Basma,21
Bigga,21
Blerta,21
Chia,21
Cirilla,21
Cordelia,21
Cristal,21
Danuta,21
Dara,21
Doaa,21
Duyen,21
Eija-Maarit,21
Elfiina,21
Eliane,21
Ellimari,21
Elouise,21
Elwira,21
Eman,21
Emile,21
Emilii,21
Emira,21
Ena,21
Evangelina,21
Evgeniya,21
Evguenia,21
Ewelina,21
Felicity,21
Fitore,21
Gul,21
Heli-Maija,21
Henriitta,21
Hilal,21
Hildi,21
Hind,21
Hira,21
Hui,21
Imad,21
Irené,21
Iria,21
Jaana-Liisa,21
Janna-Maria,21
Jannat,21
Jenni-Emilia,21
Jenni-Kaisa,21
Jocelyn,21
Joela,21
Julienne,21
Kaila,21
Kaisamari,21
Kaisa-Marja,21
Kati-Johanna,21
Katja-Mari,21
Katleena,21
Kaya,21
Khadijah,21
Kotivalo,21
Ksenja,21
Kyra,21
Laura-Liisa,21
Leslie,21
Leya,21
Liina-Maria,21
Linette,21
Lise-Maj,21
Lora,21
Lorna,21
Lu,21
Lucille,21
Maie,21
Maiju-Leena,21
Mandana,21
Marcelle,21
Maria-Elena,21
Mari-Anneli,21
Marja-Lena,21
Maruzella,21
Matsdotter,21
Maurintytär,21
Meela,21
Melania,21
Meral,21
Miia-Maarit,21
Miinu,21
Miitu,21
Miki,21
Millamari,21
Minna-Marja,21
Mirva-Liisa,21
Monia,21
Mumtaz,21
Myrna,21
Neah,21
Neeta,21
Nelliina,21
Nellinoora,21
Othilia,21
Piia-Pauliina,21
Piipa,21
Pille,21
Qasim,21
Renita,21
Retriika,21
Riina-Mari,21
Rima,21
Robertsdotter,21
Ronda,21
Sabiha,21
Safi,21
Safiyo,21
Saga-Sofia,21
Salla-Maari,21
San,21
Sanny,21
Sari-Anneli,21
Satu-Päivikki,21
Saynab,21
Sham,21
Sierra,21
Sikke,21
Simontytär,21
Sita,21
Soini,21
Tellu,21
Tetta,21
Tiia-Liisa,21
Tony,21
Toussainte,21
Tuyen,21
Tyyra,21
Ulla-Kaija,21
Vanni,21
Vilja-Maria,21
Violette,21
Vjollca,21
Vu,21
Wendela,21
Zoey,21
Özlem,21
Aadolfiina,20
Aaliya,20
Abdiwali,20
Abdulkareem,20
Abdulqadir,20
Abena,20
Adelyn,20
Agnia,20
Ainomari,20
Airikki,20
Akveliina,20
Albana,20
Alberta,20
Alecia,20
Alekseevna,20
Aleksi,20
Alexandrine,20
Alita,20
Alivia,20
Alix,20
Alviira,20
Amarachi,20
Amer,20
Amila,20
Amir,20
Anja-Maria,20
Anna-Kreeta,20
Anna-Maj,20
Annileena,20
Anni-Maj,20
Ann-Kristine,20
Ardita,20
Arleena,20
Asmin,20
Asya,20
Ave,20
Avesta,20
Bambi,20
Beth,20
Betti,20
Brita-Liisa,20
Carmel,20
Cecile,20
Chanelle,20
Drita,20
Eeva-Sofia,20
Elisabetta,20
Elliot,20
Emiliia,20
Emmanuella,20
Enid,20
Enny,20
Enrica,20
Eriksdotter,20
Eylül,20
Federica,20
Felix,20
Feodosia,20
Fransilja,20
Friia,20
Fuad,20
Gabriel,20
Gull-Maj,20
Hadia,20
Hanaa,20
Hanna-Marika,20
Helia,20
Helmililja,20
Hero,20
Iina-Emilia,20
Inka-Mari,20
Jaana-Maija,20
Jadele,20
Jadelia,20
Janissa,20
Jara,20
Jenni-Sofia,20
Jennyfer,20
Jilla,20
Josefa,20
Junie,20
Kaitlyn,20
Kaltrina,20
Kathrina,20
Kimsdotter,20
Klea,20
Konstantina,20
Kulta,20
Kübra,20
Lada,20
Lamia,20
Larysa,20
Laura-Sofia,20
Lavin,20
Leonia,20
Liise,20
Louhi,20
Lumihelmi,20
Lumilia,20
Maisie,20
Mana,20
Manha,20
Mariell,20
Mari-Liisa,20
Marja-Maija,20
May-Len,20
Mea-Maria,20
Merikki,20
Meri-Kukka,20
Merili,20
Meri-Maaria,20
Michael,20
Minetta,20
Miski,20
Miya,20
Moe,20
Muhumed,20
Mustaf,20
Nadeschda,20
Natta,20
Neele,20
Nikoletta,20
Noela,20
Olha,20
Omer,20
Orion,20
Piiu,20
Pike,20
Päivi-Liisa,20
Quinn,20
Rahman,20
Riina-Kaisa,20
Riina-Maija,20
Riitta-Mari,20
Rosella,20
Rose-Mari,20
Ros-Maj,20
Saido,20
Sari-Johanna,20
Satu-Helena,20
Seraphina,20
Seri,20
Sevgi,20
Seyedeh,20
Shqipe,20
Sini-Susanna,20
Sofya,20
Soledad,20
Suraya,20
Taha,20
Tarjaana,20
Teri,20
Tiina-Sisko,20
Tilja,20
Tilly,20
Toni,20
Ulla-Kristiina,20
Vasiliki,20
Veera-Kaisa,20
Venera,20
Via,20
Vicktoria,20
Vilde,20
Zilan,20
Aadan,19
Aleksanteri,19
Alette,19
Alexandrovna,19
Almaz,19
Alvi,19
Alya,19
Ameli,19
Amélia,19
Aminda,19
Anna-Sisko,19
Ann-Cathrin,19
Annely,19
Anne-Marjo,19
Anni-Maaria,19
Annimaija,19
Anthea,19
Anzelika,19
Arja-Maija,19
Arwa,19
Ayana,19
Beryl,19
Birgitt,19
Blerina,19
Blondine,19
Bridget,19
Briitta-Liisa,19
Britt-Maj,19
Christabel,19
Dakota,19
Danja,19
Deeqa,19
Diina,19
Dita,19
Eeva-Kaija,19
Eh,19
Ellariina,19
Elnaz,19
Emmalotta,19
Emma-Riikka,19
Enrika,19
Eppu,19
Eskontytär,19
Eudokia,19
Éva,19
Evgenija,19
Evilda,19
Florencia,19
Gull-Britt,19
Hadiya,19
Hanna-Katariina,19
Hanna-Katri,19
Hashi,19
Havina,19
Hazal,19
Heline,19
Hella,19
Helleni,19
Helmi-Lotta,19
Ida-Liisa,19
Ildikó,19
Ilhaan,19
Imane,19
Imani,19
Indi,19
Inke,19
Ioanna,19
Jahan,19
Jamelia,19
Jay,19
Jayne,19
Jeanine,19
Joseph,19
Jyrkintytär,19
Kaisamaria,19
Karitta,19
Kataja,19
Kawsar,19
Kreta,19
Kristiana,19
Lakshmi,19
Leili,19
Lija,19
Lille-Mor,19
Lucía,19
Lumi-Tuulia,19
Ma.,19
Magnolia,19
Mallu,19
Maru,19
Marzieh,19
Maxima,19
Meredith,19
Meria,19
Merjem,19
Miisa-Maria,19
Mileena,19
Milvi,19
Mine,19
Miria,19
Mirjana,19
Mollie,19
Muhamed,19
Muhammad,19
Mukhtar,19
Mumin,19
Nadira,19
Naila,19
Natallia,19
Natasja,19
Nea-Noora,19
Niitty,19
Nini,19
Papu,19
Patience,19
Pellava,19
Piia-Mari,19
Pikka,19
Pirkkoliisa,19
Reeta-Maria,19
Réka,19
Riham,19
Romina,19
Ruusu-Maria,19
Sanaz,19
Sanela,19
Sara-Emilia,19
Sarafina,19
Satu-Liisa,19
Satu-Mari,19
Satu-Päivi,19
Seren,19
Shira,19
Sofiella,19
Sohvia,19
Stina-Maria,19
Suha,19
Taia,19
Taika-Tuuli,19
Tasniim,19
Tetyana,19
Tiina-Riikka,19
Tordis,19
Trinity,19
Tuila,19
Tuuva,19
Urda,19
Viljaana,19
Virna,19
Waleed,19
Walma,19
Wen,19
Wictoria,19
Yin,19
Zena,19
Zeynab,19
Abdishakur,18
Abdulahi,18
Adama,18
Afia,18
Aino-Maaria,18
Akira,18
Allis,18
Almas,18
Almina,18
Alwa,18
Ambrosia,18
Ammi,18
Anabella,18
Anjelika,18
Anna-Laura,18
Annevi,18
Anselmiina,18
Antje,18
Anu-Kristiina,18
Ara,18
Arja-Sisko,18
Aurelie,18
Avena,18
Ayad,18
Ayomide,18
Babette,18
Batool,18
Béatrice,18
Bintou,18
Brooke,18
Caramia,18
Cécilia,18
Christiansdotter,18
Clementine,18
Dalal,18
Denisa,18
Dmitrievna,18
Domna,18
Eha,18
Eija-Kaarina,18
Eija-Maria,18
Ejvor,18
Ekaterini,18
Elina-Maria,18
Ella-Roosa,18
Elsa-Maija,18
Elwiira,18
Emma-Julia,18
Emmastiina,18
Emmeline,18
Emmi-Leena,18
Emmilotta,18
Emmi-Riikka,18
Enea,18
Era,18
Evamaria,18
Evelyne,18
Fanniina,18
Fanni-Sofia,18
Feelia,18
Filsan,18
Fina,18
Finja,18
Francilia,18
Francoise,18
Gillian,18
Gisele,18
Githa,18
Gracia,18
Grazyna,18
Hamda,18
Hamida,18
Hanad,18
Haneen,18
Hanna-Helena,18
Hanna-Lena,18
Hanna-Lotta,18
Harriette,18
Hava,18
Heine,18
Heleni,18
Hennika,18
Heta-Maria,18
Hillamaria,18
Hoai,18
Ikra,18
Ikraan,18
Ileana,18
Ina-Maria,18
Inaya,18
Indiana,18
Inga-Lisa,18
Inga-Maj,18
Iri,18
Irja-Leena,18
Iza,18
Jaana-Kaisa,18
Jelizaveta,18
Jenna-Juulia,18
Jenni-Julia,18
Jesse,18
Jimena,18
Josie,18
Juan,18
Juana,18
Juhanintytär,18
Julita,18
Ka,18
Kairi,18
Kaisa-Reetta,18
Kaste,18
Katina,18
Katja-Maaria,18
Katja-Maarit,18
Kerttu-Kaarina,18
Khadijo,18
Khadro,18
Kirke,18
Kristal,18
Lani,18
Leonilla,18
Lois,18
Luminea,18
Luminka,18
Lumnije,18
Maha,18
Maijeli,18
Maininki,18
Margrethe,18
Maria-Elina,18
Mari-Hannele,18
Marinna,18
Márta,18
Maysa,18
Meera,18
Melak,18
Melani,18
Merianna,18
Mia-Riitta,18
Miita,18
Minna-Kaarina,18
Minna-Sisko,18
Minttumaaria,18
Minttu-Mari,18
Mirabel,18
Mirve,18
Muntaha,18
Nadiya,18
Nasteeho,18
Nella-Maria,18
Nelmi,18
Nikol,18
Nor,18
Oliivia,18
Olofsdotter,18
Oona-Sofia,18
